rollout_id,grid_x,grid_y,base_idx,actual_object_init_x,actual_object_init_y,actual_object_init_z,override_error_m,grasp_point_x,grasp_point_y,grasp_point_z,success,num_steps,ee_trajectory_path,status,error
3,-0.13,0.165,0,-0.1258087344320035,0.16226782614283095,0.8993545042784162,0.0,-0.15511370757497855,0.1613462918732757,0.9162100532603629,True,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_003.json,ok,
4,-0.13,0.165,1,-0.12862575807797622,0.16234948191961532,0.9003439497112444,0.0,-0.15660866431644108,0.15985136430364733,0.9162100532603629,True,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_004.json,ok,
5,-0.13,0.165,2,-0.1336271187727663,0.1648410466920208,0.9036638689897623,0.0,-0.15256881367158168,0.17214825977022916,0.9162100532603629,True,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_005.json,ok,
6,-0.13,0.2,0,-0.13409461819676496,0.2010194637521154,0.9026298418101127,0.0,-0.15317476862068005,0.1648466843277638,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_006.json,ok,
7,-0.13,0.2,1,-0.12681400296479678,0.20185277610395277,0.901143952860335,0.0,-0.1513987162613037,0.15372749164689742,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_007.json,ok,
8,-0.13,0.2,2,-0.13100541854541056,0.2008759897728112,0.8995488344674073,0.0,-0.15404328048958538,0.16029017727565914,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_008.json,ok,
10,-0.13,0.23500000000000001,1,-0.12517810848672956,0.22527486699768712,0.9111531058623069,0.0,-0.14970046489639255,0.16543685664405022,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_010.json,ok,
11,-0.13,0.23500000000000001,2,-0.1305748068779635,0.22819362410387287,0.9047648127607532,0.0,-0.15224020717702658,0.17056795910777942,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_011.json,ok,
12,-0.13,0.27,0,-0.13117256103968025,0.27103532459815166,0.8996650294056161,0.0,-0.15670051753565922,0.16901680179165487,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_012.json,ok,
13,-0.13,0.27,1,-0.13241608306877847,0.27247879375226663,0.9032604134187514,0.0,-0.15368301173154303,0.17042141149685108,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_013.json,ok,
14,-0.13,0.27,2,-0.13017997169768622,0.27152226886487923,0.9007299035595525,0.0,-0.1464403088742591,0.1595368558201009,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_014.json,ok,
15,-0.095,0.13,0,-0.09499154926823224,0.12996310262105767,0.8984038567263857,0.0,-0.1504784112067986,0.159084452193351,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_015.json,ok,
16,-0.095,0.13,1,-0.09499154926823224,0.12996310262105767,0.8984038567263857,0.0,-0.15062656884451625,0.16446700634684616,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_016.json,ok,
17,-0.095,0.13,2,-0.09499154926823224,0.12996310262105767,0.8984038567263857,0.0,-0.1452502159407956,0.16374485738856123,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g0p00_noisy/trajectories/rollout_017.json,ok,
