rollout_id,grid_x,grid_y,base_idx,actual_object_init_x,actual_object_init_y,actual_object_init_z,override_error_m,grasp_point_x,grasp_point_y,grasp_point_z,success,num_steps,ee_trajectory_path,status,error
3,-0.13,0.165,0,-0.1258087344320035,0.16226782614283095,0.8993545042784162,0.0,-0.14154742905864615,0.1270970296139865,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_003.json,ok,
4,-0.13,0.165,1,-0.12862575807797622,0.16234948191961532,0.9003439497112444,0.0,-0.14436445270461887,0.12717868539077087,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_004.json,ok,
5,-0.13,0.165,2,-0.1336271187727663,0.1648410466920208,0.9036638689897623,0.0,-0.14936581339940896,0.12967025016317635,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_005.json,ok,
6,-0.13,0.2,0,-0.13409461819676496,0.2010194637521154,0.9026298418101127,0.0,-0.14983331282340762,0.16584866722327096,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_006.json,ok,
7,-0.13,0.2,1,-0.12681400296479678,0.20185277610395277,0.901143952860335,0.0,-0.14255269759143943,0.16668197957510833,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_007.json,ok,
8,-0.13,0.2,2,-0.13100541854541056,0.2008759897728112,0.8995488344674073,0.0,-0.14674411317205321,0.16570519324396676,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_008.json,ok,
10,-0.13,0.23500000000000001,1,-0.12517810848672956,0.22527486699768712,0.9111531058623069,0.0,-0.1409168031133722,0.19010407046884267,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_010.json,ok,
11,-0.13,0.23500000000000001,2,-0.1305748068779635,0.22819362410387287,0.9047648127607532,0.0,-0.14631350150460615,0.19302282757502842,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_011.json,ok,
12,-0.13,0.27,0,-0.13117256103968025,0.27103532459815166,0.8996650294056161,0.0,-0.1469112556663229,0.23586452806930722,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_012.json,ok,
13,-0.13,0.27,1,-0.13241608306877847,0.27247879375226663,0.9032604134187514,0.0,-0.14815477769542112,0.2373079972234222,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_013.json,ok,
14,-0.13,0.27,2,-0.13017997169768622,0.27152226886487923,0.9007299035595525,0.0,-0.14591866632432887,0.2363514723360348,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_014.json,ok,
15,-0.095,0.13,0,-0.09499154926823224,0.12996310262105767,0.8984038567263857,0.0,-0.11073024389487489,0.09479230609221323,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_015.json,ok,
16,-0.095,0.13,1,-0.09499154926823224,0.12996310262105767,0.8984038567263857,0.0,-0.11073024389487489,0.09479230609221323,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_016.json,ok,
17,-0.095,0.13,2,-0.09499154926823224,0.12996310262105767,0.8984038567263857,0.0,-0.11073024389487489,0.09479230609221323,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_017.json,ok,
18,-0.095,0.165,0,-0.09499154926823224,0.16496310262105768,0.8984038567263857,0.0,-0.11073024389487489,0.12979230609221323,0.9162100532603629,False,111,/Users/gsn89/ReadTeam/controls/ctrl_g1p00_clean/trajectories/rollout_018.json,ok,
