rollout_id,grid_x,grid_y,base_idx,actual_object_init_x,actual_object_init_y,actual_object_init_z,override_error_m,grasp_point_x,grasp_point_y,grasp_point_z,success,num_steps,ee_trajectory_path,status,error
0,-0.21,0.05000000000000002,0,-0.20999154926823224,0.0499631026210578,0.8984038567263857,3.785276000790654e-05,0.062041119236373066,0.16430923599289632,0.9131692323096064,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_000.json,ok,
1,-0.21,0.05000000000000002,1,-0.20999154926823224,0.0499631026210578,0.8984038567263857,3.785276000790654e-05,0.05199001127559961,0.1739319944066528,0.9127992899161337,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_001.json,ok,
2,-0.21,0.05000000000000002,2,-0.20999154926823224,0.0499631026210578,0.8984038567263857,3.785276000790654e-05,0.024948442150720247,0.173432678593837,0.9189438845911125,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_002.json,ok,
3,-0.21,0.05000000000000002,3,-0.20999154926823224,0.0499631026210578,0.8984038567263857,3.785276000790654e-05,0.016314616391390348,0.16093464143351593,0.9093958764417269,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_003.json,ok,
4,-0.21,0.05000000000000002,4,-0.20999154926823224,0.0499631026210578,0.8984038567263857,3.785276000790654e-05,0.05642085126826545,0.17821397724121107,0.9151921365650492,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_004.json,ok,
5,-0.21,0.125,0,-0.2100896766228486,0.12756006768240735,0.902151000950628,0.00256163784231731,0.029164093336120064,0.19689219867476637,0.9107611464781291,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_005.json,ok,
6,-0.21,0.125,1,-0.2099708742427449,0.12691270104227687,0.9018787937361938,0.001912922786435116,0.02716021499904853,0.1575200003772335,0.909453778710802,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_006.json,ok,
7,-0.21,0.125,2,-0.21399493517054222,0.12326558270129066,0.9007238491310746,0.004355193495460038,-0.008716469272066816,0.16250040104753302,0.9100072014670532,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_007.json,ok,
8,-0.21,0.125,3,nan,nan,nan,nan,nan,nan,nan,False,0,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_008.json,error,"RuntimeError('Object override did not take cleanly: commanded=(-0.210,0.125), actual=(-0.193,0.068), err=0.0593m')"
9,-0.21,0.125,4,nan,nan,nan,nan,nan,nan,nan,False,0,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_009.json,error,"RuntimeError('Object override did not take cleanly: commanded=(-0.210,0.125), actual=(-0.222,0.080), err=0.0462m')"
10,-0.21,0.19999999999999998,0,-0.20995402632696025,0.19988990154659422,0.9030114630701869,0.00011931155876571753,0.07295455564960113,0.16217912080165506,0.9124045495153685,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_010.json,ok,
11,-0.21,0.19999999999999998,1,-0.20963065367071798,0.20025612970559425,0.9027721242711593,0.0004494653902603667,0.041153487708409486,0.1488092607324181,0.9093930681705311,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_011.json,ok,
12,-0.21,0.19999999999999998,2,-0.21033147521431225,0.20137409895754577,0.9021031096958364,0.0014135146843353861,0.03268819610023092,0.16726639104128116,0.9091107201735709,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_012.json,ok,
13,-0.21,0.19999999999999998,3,-0.20950193353689633,0.1989890883177028,0.9004547716038876,0.0011269483710771896,0.04976849774445124,0.16089638186140212,0.9140078988761347,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_013.json,ok,
14,-0.21,0.19999999999999998,4,-0.20931839209238517,0.1995448259769414,0.9018068732783487,0.000819617429652632,0.050472727965927826,0.1741032015356688,0.9111097402949833,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_014.json,ok,
15,-0.21,0.27499999999999997,0,-0.20083049843589817,0.27481426255758823,0.9064510542322121,0.009171382520186329,0.032479781910793246,0.18361331873617445,0.9124246029268133,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_015.json,ok,
16,-0.21,0.27499999999999997,1,nan,nan,nan,nan,nan,nan,nan,False,0,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_016.json,error,"RuntimeError('Object override did not take cleanly: commanded=(-0.210,0.275), actual=(-0.487,0.861), err=0.6477m')"
17,-0.21,0.27499999999999997,2,-0.2041844261870873,0.27407559829859746,0.9093039896256079,0.005888583639466439,-0.004844625391266128,0.20119338343101592,0.9094205466720596,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_017.json,ok,
18,-0.21,0.27499999999999997,3,-0.21056226390776372,0.27386784125756186,0.9067749757194662,0.0012640902341418412,0.008514185293310574,0.15513832030639998,0.9168893294411933,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_018.json,ok,
19,-0.21,0.27499999999999997,4,-0.20804497402234223,0.27325553696312976,0.9044757656061652,0.0026201675252401496,0.03678160647308186,0.15529470023941735,0.9137530625539197,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_019.json,ok,
20,-0.21,0.35,0,-0.20971824245166298,0.3500926632764666,0.8989539967094082,0.0002966037741675093,0.030445744944418537,0.16062695555952414,0.9119834392826823,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_020.json,ok,
21,-0.21,0.35,1,-0.20966950823728842,0.34992305528235995,0.9010518974230973,0.00033933065701894434,0.018570066403462752,0.1591921766543398,0.9087648552532925,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_021.json,ok,
22,-0.21,0.35,2,-0.20985375819561486,0.3498770685268007,0.9014560879612492,0.00019104662376696842,0.05849378802242065,0.15137104077572805,0.9117263310925166,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_022.json,ok,
23,-0.21,0.35,3,-0.20967518574900995,0.3500894713500851,0.8989516377638216,0.000336911590973475,0.049080384778060884,0.1485805700847511,0.9102013606208157,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_023.json,ok,
24,-0.21,0.35,4,-0.2100878479587162,0.3500736439416599,0.8984072712756564,0.00011463286611534063,0.06619463142888707,0.1597674162251373,0.9105458530976667,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_024.json,ok,
25,-0.135,0.05000000000000002,0,-0.13499154926823226,0.0499631026210578,0.8984038567263857,3.785276000790654e-05,0.03800455597315096,0.16193996713204947,0.9125180130428547,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_025.json,ok,
26,-0.135,0.05000000000000002,1,-0.13499154926823226,0.0499631026210578,0.8984038567263857,3.785276000790654e-05,0.06453685364774957,0.14114518769869988,0.9152795760744792,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_026.json,ok,
27,-0.135,0.05000000000000002,2,-0.13499154926823226,0.0499631026210578,0.8984038567263857,3.785276000790654e-05,0.040926840551095155,0.17562747616560034,0.9129112354651585,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_027.json,ok,
28,-0.135,0.05000000000000002,3,-0.13499154926823226,0.0499631026210578,0.8984038567263857,3.785276000790654e-05,0.04948593564311736,0.21595295164040038,0.9272755937113751,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_028.json,ok,
29,-0.135,0.05000000000000002,4,-0.13499154926823226,0.0499631026210578,0.8984038567263857,3.785276000790654e-05,-0.11751849698018967,0.16076318465497594,0.9214581753295817,True,125,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_029.json,ok,
30,-0.135,0.125,0,-0.14698476283083478,0.12280968140566471,0.9075656317812018,0.012183268677003294,0.07623600166121813,0.15869379298202363,0.9111296269954395,False,220,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_030.json,ok,
31,-0.135,0.125,1,nan,nan,nan,nan,nan,nan,nan,False,0,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_031.json,error,"RuntimeError('Object override did not take cleanly: commanded=(-0.135,0.125), actual=(-0.103,0.105), err=0.0380m')"
32,-0.135,0.125,2,nan,nan,nan,nan,nan,nan,nan,False,0,/Users/gsn89/ReadTeam/wide_task0_openvla_w15cm_trajectories/rollout_032.json,error,"RuntimeError('Object override did not take cleanly: commanded=(-0.135,0.125), actual=(-0.124,0.113), err=0.0168m')"
